Scientific.Name	countsMT	countsPT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
bivetiella cancellata	13																										epifaunal			calcium carbonate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | Neogastropoda | Volutoidea | Cancellariidae | Bivetiella					multicellular		0.016648	29.8534	13	bivetiella cancellata	bivetiella cancellata	543397									
biwia springeri	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Gobionidae | Biwia					multicellular		0.016606	43.2494	13	biwia springeri	biwia springeri	643368								freshwater	
biwia zezera	13							mutualisticWith			symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Stomiatii | Stomiiformes | Stomiidae | Eustomias			depend		multicellular		0.016599	43.0207	13	biwia zezera	biwia zezera	143612								benthic	
blanus cinereus	13												16	Northwest Iberian montane forests											actively mobile		fossorial																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Pectinida | Pectinoidea | Pectinidae | Bractechlamys					multicellular		0.016969	44.322	13	blanus cinereus	blanus cinereus	227091								marine	
blaptica dubia	13					hostOf																																																	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Polyneoptera | Dictyoptera | Blattodea | Blaberoidea | Blaberidae | Blaptica			depend		multicellular		0.01734	27.2318	13	blaptica dubia	blaptica dubia	132935								ice	
blarina brevicauda	13				hasEndoparasite	hostOf		mutualisticWith		parasitizedBy			33	Middle Atlantic coastal forests							Not Monogamous		188	eats	actively mobile		fossorial and_or ground dwelling							No Paternal Care	solitary	5936												omnivore		3					Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Lipotyphla | Soricidae | Blarina			depend		multicellular		0.016919	39.4409	13	blarina brevicauda	blarina brevicauda	9387								terrestrial	
blarina hylophaga	13						isEatenBy						24	Central and Southern mixed grasslands							Not Monogamous			eats			fossorial and_or ground dwelling							No Paternal Care	solitary															15					Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Ruminantia | Cervidae | Cervinae | Rucervus					multicellular		0.016755	39.248	13	blarina hylophaga	blarina hylophaga	183659								pelagic zone	
blarinella cf. quadraticauda kiz al11069	13																																																											multicellular		0.01713	35.2948	13	blarinella cf. quadraticauda kiz al11069	blarinella cf. quadraticauda kiz al11069	2588393									
blarinella quadraticauda	13													Qin Ling Mountains deciduous forests							Not Monogamous						fossorial and_or ground dwelling							No Paternal Care	solitary																				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Lipotyphla | Soricidae | Blarinella					multicellular		0.017014	34.9359	13	blarinella quadraticauda	blarinella quadraticauda	1159882								terrestrial	
blarinella wardi	13													Northern Triangle subtropical forests							Not Monogamous						fossorial and_or ground dwelling							No Paternal Care	solitary																				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Passerellidae | Atlapetes					multicellular		0.016951	36.0687	13	blarinella wardi	blarinella wardi	1159883								subtropical	
blastocerus dichotomus	13							mutualisticWith			symbiontOf			Cerrado							Not Monogamous						fossorial and_or ground dwelling							viviparous	solitary													herbivore		1					Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Nuculida | Nuculoidea | Nuculidae | Ennucula			depend		multicellular		0.016359	35.0021	13	blastocerus dichotomus	blastocerus dichotomus	248133								marine	
blastopsylla occidentalis	13							mutualisticWith			symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Sternorrhyncha | Psylloidea | Aphalaridae | Blastopsylla			depend		multicellular		0.014751	23.3882	13	blastopsylla occidentalis	blastopsylla occidentalis	121832									
blattella bisignata	13																																																											multicellular		0.01647	25.8531	13	blattella bisignata	blattella bisignata	415194									
blattella germanica	13				hasEndoparasite	hostOf				parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Polyneoptera | Dictyoptera | Blattodea | Blaberoidea | Ectobiidae | Blattella					multicellular		0.015025	25.4443	13	blattella germanica	blattella germanica	6973								terrestrial	
blattisocius keegani	13																																																											multicellular		0.017314	21.1043	13	blattisocius keegani	blattisocius keegani	2337216									
blepephaeus succinctor	13																																																											multicellular		0.015554	24.6818	13	blepephaeus succinctor	blepephaeus succinctor	583413									
blicca bjoerkna	13				hasEndoparasite	hostOf				parasitizedBy														eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Ruminantia | Bovidae | Bovinae | Bos			depend		multicellular		0.016605	43.6134	13	blicca bjoerkna	blicca bjoerkna	58317								tropical	
boa constrictor	13				hasEndoparasite	hostOf	isEatenBy	mutualisticWith		parasitizedBy	symbiontOf		404	Llanos		arboreal locomotion								eats												3589																			Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Pteriomorphia | Mytilida | Mytiloidea | Mytilidae | Aulacomya			depend		multicellular		0.018905	38.4872	13	boa constrictor	boa constrictor	8574								marine	
bodianus oxycephalus	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Labriformes | Labridae | Bodianus					multicellular		0.016514	48.692	13	bodianus oxycephalus	bodianus oxycephalus	626239								marine	
boechera stricta	31																medium (normal)		no			medium (normal)					terrestrial plant	none	low tolerance		no	low tolerance						terrestrial plant					broad				low tolerance				herbaceous				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Cyperaceae | Carex	tolerance				multicellular		0.271601	44.9314	31	boechera stricta	boechera stricta	72658								terrestrial	
bokermannohyla alvarengai	13													Alto Paran? Atlantic forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Tardigrada | Heterotardigrada | Arthrotardigrada | Neoarctidae | Neoarctus					multicellular		0.017325	41.0794	13	bokermannohyla alvarengai	bokermannohyla alvarengai	1513809								subtropical	
bolbometopon muricatum	13																							eats	actively mobile		nectonic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Labriformes | Labridae | Bolbometopon					multicellular		0.016788	43.6085	13	bolbometopon muricatum	bolbometopon muricatum	188110								marine	
bolinus brandaris	13																							eats			epifaunal			calcium carbonate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Bolinus					multicellular		0.01538	32.7373	13	bolinus brandaris	bolinus brandaris	179646								coastal	
bolitoglossa n. sp. rlm-2004	13																																																											multicellular		0.021657	36.2146	13	bolitoglossa n. sp. rlm-2004	bolitoglossa n. sp. rlm-2004	291262									
bolma rugosa	13						isEatenBy																																																Animalia | Bryozoa | Stenolaemata | Cyclostomatida | Diastoporidae | Reptomultisparsa					multicellular		0.017432	31.2299	13	bolma rugosa	bolma rugosa	335776								marine benthic	
bombax ceiba	32					hostOf		mutualisticWith		parasitizedBy	symbiontOf					sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Piciformes | Picidae | Picumnus			depend	C3 photosynthetic plant	multicellular		0.59439	45.0559	34	bombax ceiba	bombax ceiba	45325								grassland	
bombina bombina	13			hasEctoparasite	hasEndoparasite	hostOf		mutualisticWith		parasitizedBy			20	Pontic steppe																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Mytilida | Mytiloidea | Mytilidae | Lithophaga		aquatic	depend		multicellular		0.017154	42.3516	13	bombina bombina	bombina bombina	8345			Freshwater	no	Ectothermic			marine	
bombina fortinuptialis	13																																																											multicellular		0.017575	40.7226	13	bombina fortinuptialis	bombina fortinuptialis	414351									
bombina lichuanensis	13																																																											multicellular		0.018554	39.9806	13	bombina lichuanensis	bombina lichuanensis	414352									
bombina maxima	13													Qionglai-Minshan conifer forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Lissamphibia | Anura | Bombinatoridae | Bombina					multicellular		0.018388	39.6835	13	bombina maxima	bombina maxima	161274								freshwater habitat	
bombina microdeladigitora	13													Yunnan Plateau subtropical evergreen forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Lissamphibia | Anura | Bombinatoridae | Bombina					multicellular		0.018256	40.3812	13	bombina microdeladigitora	bombina microdeladigitora	356193								temperate	
bombina orientalis	13												158	Mongolian-Manchurian grassland																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Mytilida | Mytiloidea | Mytilidae | Lithophaga					multicellular		0.017847	42.2032	13	bombina orientalis	bombina orientalis	8346								marine	
bombina variegata	13			hasEctoparasite		hostOf				parasitizedBy	symbiontOf		29	East European forest steppe																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Mytilida | Mytiloidea | Mytilidae | Lithophaga		aquatic	depend		multicellular		0.018551	42.0624	13	bombina variegata	bombina variegata	8348			Freshwater	no	Ectothermic	Adult		marine	
bombus hypocrita sapporensis	13				hasEndoparasite	hostOf				parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae					multicellular		0.015468	14.669	13	bombus hypocrita sapporensis	bombus hypocrita sapporensis	1079038								terrestrial	
bombus ignitus	13				hasEndoparasite	hostOf				parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | Strisores | Apodiformes | Trochilidae | Oreotrochilus					multicellular		0.016434	13.2226	13	bombus ignitus	bombus ignitus	130704								beach sand	
bombus terrestris lusitanicus	13				hasEndoparasite	hostOf		mutualisticWith		parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae			depend		multicellular		0.017049	14.212	13	bombus terrestris lusitanicus	bombus terrestris lusitanicus	1255231								terrestrial	
bombus terrestris terrestris	13				hasEndoparasite	hostOf				parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae					multicellular		0.017232	14.4905	13	bombus terrestris terrestris	bombus terrestris terrestris	1255232								terrestrial	
bombus waltoni	13				hasEndoparasite	hostOf				parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae					multicellular		0.019349	17.05	13	bombus waltoni	bombus waltoni	395577								terrestrial	
bombyx huttoni	13																																																											multicellular		0.015638	18.1993	13	bombyx huttoni	bombyx huttoni	998830									
bombyx lemeepauli	13																																																											multicellular		0.015801	19.3089	13	bombyx lemeepauli	bombyx lemeepauli	1972253									
bombyx mandarina	13					hostOf				parasitizedBy														eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Chalcidoidea | Encyrtidae | Anthemus			depend		multicellular		0.015928	18.3199	13	bombyx mandarina	bombyx mandarina	7092									
